CAS_No,EC_No,Substance_Name,MLC132_Entry,MLC132_Status_by_ROW,MLC132_Details,Policy Specific Requirements,Consider_Specific_Details
13465-33-3,236-694-9,"Bromic acid,mercury(1+) salt",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
13876-85-2,237-634-4,Cuprous Mercuric Iodide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
13967-25-4,237-747-9,Mercury(I) fluoride,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
14099-12-8,237-949-7,"Mercurate(2-),tetrakis(thiocyanato-kS)-, potassium (1:2",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
15385-57-6,239-409-6,Mercury iodide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
15682-88-9,239-766-8,"MERCURATE(2-), TETRAKIS(CYANO-C)-, DISODIUM",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
15829-53-5,239-934-0,Mercurous oxide ,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
20601-83-6,243-910-5,mercury selenide ,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
22330-18-3,244-913-4,"Mercurate(1-),triiodo-, potassium",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
27575-47-9,248-538-7,mercury fluoride,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
27685-51-4,248-602-4,Mercury(II) tetrathiocyanatocobaltate(II).,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
33445-15-7,251-524-3,Diammonium tetrachloromercurate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
